JAC 2019	Carbon dioxide	Oxalic acid	Acetaldehyde	Ethanol	Acetone	"2,3-Epoxybutane"	Cyclopentane	"Propanal, 2-methyl-"	"Butanal, 3-hydroxy-"	Ethylenediamine	1-Propanol	"Formic acid, ethenyl ester"	"1,2,4-Butanetriol"	Acetohydroxamic acid	"Carbamic acid, methyl ester"	"Silanol, trimethyl-"	2-Butanone	"2-Butanol, (R)-"	"1,3-Butanediol"	"Ethanamine, 2,2'-oxybis-"	Tetrahydrofuran	"Propanoic acid, chloro-2-hydroxy-"	"1-Propanol, 2-methyl-"	"Disiloxane, hexamethyl-"	2-Dimethyl(trimethylsilyl)silyloxytetradecane	Pentane	"Butanal, 3-methyl-"	"Butanal, 2-methyl-"	1-Butanol	"1-Propanol, 2-amino-, (±)-"	"2-Butanone, 3-methyl-"	2-Pentanone	Cyclopentanol	Pentanal	"2,3-Pentanedione"	"Butanoic acid, 3-hydroxy-"	Cystine	(-)-Norephedrine	"Butanoic acid, methyl ester"	"2-Propanol, 1,3-dichloro-"	Acetic acid	"Disulfide, dimethyl"	Methyl Isobutyl Ketone	"1-Butanol, 3-methyl-"	"1-Butanol, 3-methyl-, formate"	"Pentanoic acid, 4-methyl-"	Toluene	"Benzeneethanol, a-methyl-"	"Ethanol, 2-nitro-, propionate (ester)"	2-Octene	1-Pentanol	Propanoic acid	2-Hexanone	"Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester"	"Propanoic acid, 2-methyl-"	"Tricyclo[4.3.1.1(3,8)]undecane-3-carboxylic acid"	"1,1,3,3-Tetramethyl-1,3-bis[(2Z)-pent-2-en-1-yloxy]disiloxane"	2-Pentanol	Butanoic acid	"Trisiloxane, octamethyl-"	1-Hexanol	Ethylbenzene	l-Gala-l-ido-octose	"1,3-Cyclopentadiene, 5-(1-methylethylidene)-"	DL-Arabinose	"Acetic acid, pentyl ester"	Heptanal	"Butanoic acid, 3-methyl-"	"Butanoic acid, 2-methyl-"	Styrene	2-Heptanone	"2-Hexanone, 4-methyl-"	2-Trifluoroacetoxydodecane	Tetraacetyl-d-xylonic nitrile	Pentanoic acid	"Propanedioic acid, propyl-"	"1H-Pyrrole, 2,5-dihydro-1-nitroso-"	"Cyclotetrasiloxane, octamethyl-"	Amphetamine	"Benzene, propyl-"	"Benzene, 1-ethyl-3-methyl-"	"Benzene, 1-ethyl-4-methyl-"	"Benzene, 1,2,4-trimethyl-"	"Benzene, 1,2,3-trimethyl-"	"D-erythro-Pentose, 2-deoxy-"	Decane	"9,12,15-Octadecatrienoic acid, 2-[(trimethylsilyl)oxy]-1-[[(trimethylsilyl)oxy]methyl]ethyl ester, (Z,Z,Z)-"	"Benzene, 1-ethyl-2-methyl-"	"a-D-Glucopyranoside, O-a-D-glucopyranosyl-(1.fwdarw.3)-ß-D-fructofuranosyl"	Dimethyl trisulfide	Benzaldehyde	Succindialdehyde	2-Octanone	"Tetrasiloxane, decamethyl-"	Hexanoic acid	D-Limonene	Mesitylene	"Pentanoic acid, heptyl ester"	3-(Prop-2-enoyloxy)dodecane	"1-Hexanethiol, 2-ethyl-"	"Octane, 4-chloro-"	"3,6-Octadecadiynoic acid, methyl ester"	3-tert-Butyl-5-chloro-2-hydroxybenzophenone	Phenol	Pterin-6-carboxylic acid	2-Hexadecanol	"Octadecane, 1-(ethenyloxy)-"	"Octadecane, 6-methyl-"	Benzeneacetaldehyde	"12,15-Octadecadiynoic acid, methyl ester"	Chlorozotocin	"Benzeneacetamide, a-ethyl-"	"Glycine, N-[(phenylmethoxy)carbonyl]-"	"Benzene, 4-ethyl-1,2-dimethyl-"	"Cyclopentasiloxane, decamethyl-"	Acetophenone	?-Chlorobutyrophenone	"Cyclohexene, 1-methyl-4-(1-methylethylidene)-"	Nonanal	Paromomycin	"9-Octadecen-12-ynoic acid, methyl ester"	Arginine	"Phenol, 3-methyl-"	p-Cresol	"L-Serine, O-(phenylmethyl)-"	"Benzenemethanol, 2-(2-aminopropoxy)-3-methyl-"	N-Benzyloxycarbonyl-dl-norleucine	3-Trifluoroacetoxypentadecane	Decanal	Tridemorph	Glycylsarcosine	N e-Carbobenzyloxy-L-lysine	?-Guanidinobutyric acid	4-Cyclopropylcarbonyloxytridecane	"Benzyl alcohol, p-hydroxy-a-[(methylamino)methyl]-"	"Cyclohexasiloxane, dodecamethyl-"	"Isoquinoline, decahydro-"	Undecanal	Indole	"Butanoic acid, 4,4'-dithiobis[2-amino-, (R*,R*)-(±)-"	"Butanoic acid, 4,4'-dithiobis[2-amino-, [S-(R*,R*)]-"	"Carbamic acid, N-[10,11-dihydro-5-(2-methylamino-1-oxoethyl)-3-5H-dibenzo[b,f]azepinyl]-, ethyl ester"	"9-Tetradecen-1-ol, acetate, (E)-"	1-Monolinoleoylglycerol trimethylsilyl ether	Heptacosane	"1H-Indole, 3-methyl-"	"1H-Indole, 7-methyl-"	"1H-Indole, 2-methyl-"	"1,2-Benzisothiazol-3-amine tbdms"	Gentamicin a	"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-"	"4-Methoxycarbonylmethylundec-3-enedioic acid, dimethyl ester"	Butylated Hydroxytoluene	"Thieno[2,3-c]furan-3-carbonitrile, 2-amino-4,6-dihydro-4,4,6,6-tetramethyl-"	"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-"	10-Octadecenal	"1,4-Bis(trimethylsilyl)benzene"	"Octadecane, 3-ethyl-5-(2-ethylbutyl)-"	Ethyl iso-allocholate	"Cyclotrisiloxane, hexamethyl-"
F2_D18 VOC 161_47.txt	1.26E+08	3.15E+08	0	2.30E+08	1.86E+08	0	3.11E+07	1.16E+07	384614	8228820	5.00E+07	0	0	0	0	3.18E+08	0	0	0	0	6537700	3047700	2.20E+07	0	0	0	1.14E+07	0	6.29E+07	0	0	3.50E+07	0	0	0	2537940	0	0	1.20E+07	0	3.17E+08	0	0	0	0	0	0	0	1.39E+08	0	0	0	0	2.13E+07	3.07E+08	0	0	8.50E+07	8.38E+08	0	0	0	0	0	0	0	0	3.05E+08	0	0	0	9.49E+07	0	8211510	0	0	0	1.71E+08	0	1.74E+07	4.81E+07	0	0	1.83E+08	1.64E+07	2.34E+07	1.27E+07	0	0	0	0	2.11E+08	4.67E+07	3.67E+07	4.49E+08	0	2.60E+07	1.07E+07	0	0	0	0	0	6.66E+07	2.65E+07	6.50E+07	0	0	0	1.96E+07	0	0	3.93E+07	1.33E+07	7.04E+07	8.42E+07	0	0	8.76E+07	0	0	0	0	0	0	0	0	0	5.55E+07	0	0	0	0	0	0	4.05E+07	0	8478910	3.67E+07	0	0	0	0	1.95E+07	4.31E+07	0	0	0	0	0	0	0	6.50E+07	0	0	9519420	0	2.46E+07	2.00E+07	1.05E+08
F2_D18 VOC 165_82.txt	1.57E+08	3.41E+08	0	0	1.72E+08	1.16E+07	4.48E+07	1.64E+07	1474850	0	5.91E+07	0	0	0	3.41E+08	0	0	0	0	0	0	0	0	0	2.01E+07	0	1.35E+07	1.36E+07	1.04E+08	0	3.25E+07	0	0	0	0	0	0	0	1.54E+07	0	2.03E+08	0	0	0	0	0	0	4.17E+07	9.83E+07	0	0	0	2.69E+07	0	0	0	0	0	1.02E+08	5.24E+08	0	0	0	0	0	0	0	1.60E+08	0	0	0	9.12E+07	0	9710830	1.89E+08	0	0	1.83E+08	0	1.66E+07	8.17E+07	0	1.58E+08	2.99E+07	1.56E+07	2.32E+07	8200820	2.31E+07	0	0	0	1.54E+08	4.96E+07	5.15E+07	0	0	0	8203780	0	1.72E+07	0	0	0	7.15E+07	7870380	1.01E+07	0	1.31E+07	0	1.55E+07	0	0	0	1.08E+07	8.97E+07	1.32E+08	0	0	3.07E+07	4753720	0	0	0	2.03E+08	8335620	0	0	0	1.92E+07	0	0	0	0	0	0	3.93E+07	0	0	2.18E+07	0	0	0	0	2785850	0	0	0	0	0	0	1.00E+07	0	5.51E+07	0	0	0	0	0	1.14E+07	1.77E+08
F2_D18 VOC 171_57.txt	1.49E+08	3.11E+08	2.53E+07	1.43E+08	1.21E+08	0	1.70E+07	2.54E+07	1520180	0	1.22E+07	0	0	0	0	1.22E+08	0	0	3.96E+07	0	0	5919530	1.30E+07	0	0	0	1.14E+07	1.52E+07	1.16E+07	0	1.29E+07	0	0	0	0	0	0	0	1.01E+07	0	2.87E+08	0	0	0	1.57E+08	6701960	0	0	1462670	0	0	1.13E+08	0	0	0	0	0	0	8.16E+08	0	0	0	0	0	0	0	0	1.98E+08	2.76E+08	0	1.03E+08	0	0	1.08E+07	3.36E+08	0	0	1.52E+08	1.47E+07	0	4.17E+07	0	0	1.14E+08	7769180	1.64E+07	7957370	0	0	0	0	6958700	3.83E+07	5.59E+07	3.40E+07	0	1.90E+07	0	0	0	0	0	0	9.61E+07	1.49E+07	1.70E+07	0	0	0	1.47E+07	0	0	0	0	8.02E+07	1.25E+08	0	0	0	0	0	8002720	0	1.38E+08	1.81E+07	0	0	0	4.20E+07	0	0	0	0	2.27E+07	0	5.03E+07	0	0	0	3457510	0	0	0	7529490	3.61E+07	0	0	0	0	0	0	0	3.26E+07	0	0	0	1.49E+07	0	0	1.04E+08
F2_D18 VOC 174_73.txt	1.47E+08	4.39E+08	2.12E+08	5.68E+07	1.56E+08	0	2.30E+07	4.73E+07	2848370	0	9235780	0	0	0	0	1.35E+08	7.33E+07	0	1.18E+07	660196	0	0	0	0	0	0	2.07E+08	5.76E+07	2.13E+07	1.05E+07	9788270	0	0	0	0	1.33E+07	0	0	0	0	1.08E+08	0	0	0	0	0	0	0	4.53E+08	0	0	1.23E+08	0	6008380	9.56E+07	0	0	0	7.24E+08	0	0	0	0	0	1.61E+07	0	0	3.70E+08	3.57E+08	0	0	0	0	1.69E+07	4.61E+07	0	0	1.57E+08	0	0	5.27E+07	0	0	1.03E+08	4182830	0	4310450	0	2.14E+07	0	0	5326920	3.44E+07	1.59E+07	5.06E+08	0	0	0	0	0	0	0	0	6.39E+07	1.21E+07	1.56E+07	0	0	0	1.26E+07	0	0	0	0	6.00E+07	5.88E+07	0	0	3.47E+07	0	0	0	0	0	0	0	0	0	3.05E+07	0	0	0	1.39E+07	0	0	5.55E+07	0	0	5.73E+07	0	0	0	0	2280550	4.81E+07	0	0	0	0	0	8475400	0	5.72E+07	0	0	0	4.51E+07	0	6214010	8.18E+07
F2_D18 VOC 176_53.txt	8.92E+07	3.97E+08	2.25E+08	6.76E+07	1.14E+08	9229010	1.87E+07	5.50E+07	734221	2368010	3.39E+07	0	0	0	0	1.45E+08	7.85E+07	0	0	0	0	0	1.00E+08	0	0	0	1.37E+08	9.15E+07	5.03E+07	0	0	0	0	0	0	8584600	0	0	9616200	0	6.14E+08	0	0	0	3.17E+07	8.17E+08	0	0	2.24E+07	0	0	0	0	0	2.97E+08	0	0	0	1.12E+09	0	0	0	0	0	8490090	0	0	0	3.28E+08	0	0	0	0	2.20E+07	9.86E+07	0	0	1.37E+08	0	0	2.22E+07	0	0	1.13E+08	2.50E+07	0	9029010	0	2.20E+07	0	0	6694620	3.30E+07	1.43E+07	7.92E+08	0	0	0	0	0	0	0	0	7.63E+07	2.02E+07	2.17E+07	0	0	1.17E+08	0	0	0	0	0	5.25E+07	6.70E+07	0	0	3.28E+07	0	0	0	4.60E+08	0	1.49E+07	0	0	0	1.81E+07	0	0	0	0	0	0	5.00E+07	0	0	5.88E+07	0	0	0	0	0	4.79E+07	0	0	0	0	0	1.04E+07	0	8.85E+07	0	0	0	0	0	0	2.79E+07
F2_D18 VOC 179_51.txt	2.63E+07	1.80E+08	0	1.59E+08	9.62E+07	0	7.91E+07	1.10E+07	0	0	2.26E+07	0	0	3657280	2818650	4.54E+08	2.08E+08	0	0	0	1.06E+08	0	6.17E+07	0	0	0	1.29E+08	0	9.77E+07	0	0	0	0	0	0	0	0	0	7.06E+07	0	4.87E+08	0	0	1.35E+09	0	1.96E+07	0	0	4.45E+08	0	0	2.62E+08	0	0	7.01E+08	0	0	0	1.31E+09	0	0	0	4.15E+07	0	2219260	6.33E+07	0	5.69E+08	6.95E+08	0	0	2.14E+08	0	6994170	0	0	0	2.02E+08	0	3.01E+07	8.51E+07	0	0	4.74E+07	5.96E+07	7.29E+07	1.17E+07	4.09E+07	0	0	0	3.06E+07	1.08E+08	4.85E+07	5.71E+08	0	1.91E+08	8828300	0	3.16E+07	0	0	0	0	7342680	1.14E+07	0	0	0	0	0	0	0	2.86E+07	9.79E+07	0	0	0	4.82E+07	0	0	0	0	7.90E+07	0	0	0	1.64E+07	4.70E+07	0	0	0	0	0	0	5.67E+07	0	0	0	7566390	0	0	0	5467060	1.80E+07	0	0	3.66E+07	0	0	0	0	3.26E+07	0	0	0	2.24E+07	0	0	9.89E+07
F2_D18 VOC 182_58.txt	1.13E+08	0	3.01E+08	7.80E+07	1.18E+08	0	3.27E+07	2.45E+07	640117	2693380	3.79E+07	0	0	0	0	2.03E+08	0	0	0	1144380	0	0	0	0	0	0	1.73E+07	1.77E+07	3.97E+07	2084490	7189500	0	0	0	0	0	0	0	2911960	0	5.36E+08	0	2.84E+07	0	1.93E+07	0	0	0	0	0	1.90E+07	6.13E+08	0	2.88E+07	1.82E+08	0	0	0	7.42E+08	0	0	0	0	0	0	0	0	0	2.24E+08	0	0	0	0	9306250	4.34E+08	0	0	1.14E+08	0	0	0	0	0	0	2.76E+07	0	5004470	0	6.72E+07	0	0	5856400	3.46E+07	1.70E+07	4.59E+08	0	0	0	0	0	0	0	0	6.41E+07	1.82E+07	3.00E+07	0	0	2.70E+07	0	0	0	0	0	5.86E+07	1.02E+08	0	0	6.09E+07	1.05E+07	0	0	5.86E+08	1.07E+08	0	0	0	0	2.56E+07	0	0	0	0	0	0	3.85E+07	0	0	5.88E+07	0	0	0	0	7400990	6.74E+07	0	0	0	0	0	8889960	0	6.74E+07	0	0	0	0	2.42E+07	1.97E+07	2.16E+07
F2_D20 147_295.txt	7.38E+07	2.72E+08	7.06E+07	1.51E+08	2.29E+08	0	2.29E+07	9509970	2749080	969633	2.45E+07	0	0	0	3.59E+07	0	6.23E+07	4419400	0	0	0	0	0	0	0	8409500	1.82E+07	1.16E+07	2.39E+07	0	0	5190780	0	0	0	0	0	0	1128250	0	3.40E+08	5573920	0	0	4.47E+07	1.59E+07	5069020	0	2.22E+07	0	0	0	0	0	2.29E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70E+08	0	0	0	0	2809280	3.38E+07	2500070	0	3.23E+07	0	0	2.68E+07	0	0	0	0	0	0	0	0	0	6.31E+07	0	0	6019130	1.08E+09	0	7103770	0	0	0	0	3190620	0	2.88E+07	1099190	0	0	0	1.45E+07	0	0	0	2.52E+07	0	2.31E+07	1.90E+07	0	0	1.01E+07	0	0	0	0	3.28E+08	0	0	0	0	0	0	0	0	5037190	0	5068570	7021100	0	0	1.47E+07	0	0	0	0	0	0	0	3.48E+07	0	0	0	0	0	1.62E+07	2357690	1443410	0	0	0	0	2124740
F2_D20 150_320.txt	1.81E+08	4.86E+08	7.40E+07	3.13E+08	5.51E+08	1.96E+07	7.01E+07	5.19E+07	747788	0	1.42E+08	0	0	0	0	0	2.84E+08	9.90E+07	0	0	0	0	9.56E+07	0	0	0	1.36E+08	8.89E+07	1.81E+08	0	4.27E+07	0	0	0	0	0	0	0	1.59E+07	0	2.21E+08	0	0	0	1.12E+08	0	5.34E+07	0	3.98E+08	2.23E+07	0	0	0	0	1.39E+08	0	0	3458140	4.14E+08	0	0	0	8430060	0	0	0	0	1.36E+08	0	0	0	0	0	0	1.36E+08	0	4486190	3.99E+07	5462300	0	2.80E+07	0	9105690	0	3.24E+07	5053780	0	0	0	0	9.71E+07	0	0	5841020	5.16E+07	0	0	0	0	0	0	4443830	0	3.15E+07	1462930	0	0	0	0	0	0	0	0	0	1.63E+07	1.45E+07	0	0	0	0	0	0	0	2.03E+08	0	0	1.42E+07	0	0	0	1274060	0	0	0	5405640	5134300	0	0	0	0	2944770	502586	0	0	0	0	0	1.35E+07	868610	0	0	0	0	0	0	0	0	0	0	7.82E+07
F2_D20 151_113.txt	1.18E+08	3.87E+08	1.74E+07	0	6.15E+08	3387180	2.59E+07	0	4218370	2146390	0	8584400	0	0	0	0	7.52E+08	0	5.24E+07	0	0	0	0	0	0	0	0	0	0	0	5848710	2.12E+07	0	0	0	0	0	0	0	0	1.34E+08	1.79E+08	0	0	0	0	0	0	0	0	0	8.34E+07	1.09E+07	0	9587890	0	0	0	1.81E+08	5336600	0	0	0	0	4052840	0	0	2.66E+07	0	0	0	0	0	0	1.02E+08	0	0	3.73E+07	5593240	6890970	8359190	0	0	7.34E+07	2419290	1.62E+07	4507900	0	0	3.17E+07	0	0	3.02E+07	9030510	0	0	2.20E+07	0	0	9312810	0	1.25E+07	0	7.42E+07	5497350	0	1.31E+07	0	0	3643280	0	0	0	5866770	2.01E+07	5.45E+07	0	0	3866680	971415	3417030	7550530	0	1.41E+08	2.23E+07	0	0	0	0	0	0	0	0	0	0	1.03E+07	0	0	0	0	3941810	0	0	0	0	0	0	0	0	0	5181460	0	1.66E+07	1179420	0	0	0	0	0	2.32E+07
F2_D20 162_139.txt	4.67E+07	3.61E+08	6409320	0	3.64E+08	0	3.11E+07	0	7170210	0	0	0	4648550	0	0	3.17E+08	0	0	0	0	1.98E+07	0	0	0	0	0	834088	0	0	0	2.14E+07	0	3337530	0	0	0	1005680	573408	0	4578960	6.11E+07	1.99E+07	4.03E+07	0	0	0	3.20E+07	0	0	0	0	3.10E+07	3.38E+07	0	0	0	0	0	4.21E+07	3.53E+07	0	0	0	5749540	0	0	4232290	0	0	5.69E+07	4.92E+07	0	0	0	2.20E+07	0	0	1.40E+08	8747510	1.45E+07	5.04E+07	0	0	1.55E+08	0	3.82E+07	4102170	0	0	0	0	0	6.11E+07	4.56E+07	0	0	4.50E+07	0	0	0	0	1878850	0	5.55E+07	4436060	0	1.34E+07	0	0	0	0	0	0	1.48E+07	9.09E+07	0	9.10E+07	0	2.74E+07	0	1.05E+07	9977620	0	0	0	0	0	7323170	1.75E+07	1.25E+07	0	0	0	2149700	5716090	3.09E+07	0	0	0	0	0	1750770	0	0	0	0	0	0	0	0	3131860	0	0	694561	2178690	0	0	0	0	5.29E+07
F2_D20 170_172.txt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36E+08
F2_D20 172_118.txt	9.14E+07	9.20E+07	0	0	4.63E+08	2.43E+07	4.02E+07	0	6809060	0	0	0	771246	0	2752220	8.68E+07	8.54E+07	0	0	0	1.03E+07	0	0	0	0	0	1008880	0	0	0	0	3813830	0	0	0	0	3004560	0	0	0	1.42E+08	1513680	5310300	3720950	0	0	7430020	0	0	0	0	1.27E+08	2706770	0	0	4684120	0	0	1.70E+08	639981	0	0	0	0	0	0	0	0	0	3027390	3775430	0	0	4784780	8.92E+07	0	0	0	247010	0	4.05E+07	0	0	9.97E+07	2470040	0	0	0	2.38E+07	0	0	976884	1.71E+07	0	0	0	1.33E+07	0	0	1.02E+07	0	2300760	0	0	4659180	444465	0	0	0	391684	0	0	0	5555590	3.11E+07	0	0	0	8646600	0	8844570	1.48E+07	8684450	0	5346600	0	0	0	1.25E+07	0	0	0	0	0	0	1.37E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4551670	0	0	1853710	964810	0	0	0	0	3.82E+07
F2_D20 174_97.txt	5.09E+07	0	1.91E+08	1.81E+08	3.53E+08	8965910	4.19E+07	3.41E+07	2296140	1880240	3.61E+07	0	0	1280840	1476230	0	0	0	0	0	0	0	0	1.05E+08	0	2.41E+07	3.15E+08	1.39E+08	8.21E+07	0	0	5.02E+07	0	0	0	0	0	0	0	0	6.55E+08	2.52E+08	0	0	0	9.92E+07	2.29E+08	0	2.21E+07	1.26E+08	0	0	0	0	5.14E+08	0	0	0	0	0	0	0	0	3.58E+07	0	0	0	2.50E+08	1.85E+08	0	0	0	0	4402100	0	0	0	2.08E+08	8856170	0	3.67E+07	0	0	0	5.45E+07	3.14E+07	0	0	0	1.02E+08	1.41E+08	8462690	2.19E+07	0	1.54E+09	0	2.73E+07	3.19E+07	0	0	0	2343170	0	5.93E+07	7862450	9327650	1.23E+07	0	0	0	0	0	0	0	6.35E+07	3.94E+07	0	0	1.87E+07	0	0	6915490	3.43E+08	0	1.28E+07	0	0	0	8940310	0	0	0	3391710	8950290	0	2.03E+07	0	0	1.60E+07	0	0	0	0	0	6534850	2.30E+07	0	0	0	0	4880890	0	4.54E+07	0	0	0	2087510	0	0	1.86E+08
F2_D20 175_208.txt	8.99E+07	2.83E+08	3.96E+07	2.61E+08	2.13E+08	4103740	1.56E+07	0	7581870	689660	6.31E+07	0	0	0	0	0	7.41E+07	1.14E+07	0	0	0	0	1.07E+07	0	0	0	0	0	4.78E+07	2070530	5100880	0	0	1.16E+07	0	0	3402980	0	1437870	2787900	6.49E+08	1.06E+07	1.36E+07	0	1.72E+07	0	0	0	1.93E+07	0	0	3.91E+08	0	0	7.68E+07	0	0	1.41E+07	4.58E+08	0	0	0	0	0	4004470	0	0	0	0	0	0	0	0	6885440	1.24E+08	0	0	0	0	0	0	0	1.01E+07	0	1.31E+07	0	0	0	0	0	0	7986760	0	0	4.57E+07	0	0	0	0	0	0	0	0	0	7996180	0	0	0	0	0	0	0	0	0	1.84E+07	2.51E+07	0	0	6607540	0	0	0	0	1.51E+08	1.41E+07	0	0	0	0	0	0	0	4299270	0	0	8802380	0	0	0	6584200	0	0	0	0	0	0	1.06E+08	0	0	0	0	0	2.38E+07	0	0	0	2420310	0	0	9638280
F2_D20 178_256.txt	1.17E+08	2.41E+08	1.96E+08	1.76E+08	2.24E+08	1.12E+07	0	4.17E+07	3953410	9820790	3.91E+07	0	0	0	0	6.65E+07	9.92E+07	1.31E+07	0	0	0	0	2.69E+07	0	0	0	9.82E+07	9.17E+07	1.65E+08	0	3.24E+07	0	0	0	0	0	0	0	1.08E+07	4586170	3.05E+08	0	1.17E+08	0	7.87E+07	6.85E+07	7.67E+07	0	1.64E+07	0	0	0	0	0	3.25E+08	0	0	0	1.04E+09	0	0	0	0	0	0	0	0	2.39E+08	3.31E+08	0	0	0	0	3888190	0	4185610	0	1.17E+08	0	0	8.54E+07	0	1.02E+07	0	1.04E+07	0	6669760	7155010	0	0	0	8093900	0	0	4.18E+08	0	3613920	3.13E+07	0	0	0	6177060	0	6.99E+07	1.01E+07	0	0	0	0	0	0	0	0	0	4.08E+07	3.60E+07	0	0	0	0	0	751835	0	2.39E+08	1.58E+07	0	0	0	7754780	0	3770890	0	4146230	7296870	0	1.30E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E+07	908911	0	0	2.14E+07	0	0	2.72E+08
F2_D20 VOC 149_44.txt	1.27E+08	3.03E+08	2.10E+08	1.99E+08	1.48E+08	0	8.48E+07	3.64E+07	4744430	312673	4.10E+07	0	0	0	0	2.36E+08	1.18E+08	0	0	0	3.05E+07	0	8.17E+07	0	0	0	1.48E+08	9.05E+07	1.32E+08	0	0	5.28E+07	0	0	0	0	470081	0	0	0	4.29E+08	0	0	0	0	1.32E+07	7.26E+07	0	2.21E+08	0	0	1.41E+08	7.54E+07	0	0	0	0	0	1.23E+09	0	0	0	0	0	0	0	2.60E+07	3.31E+08	0	0	1.74E+08	0	0	1.26E+07	5.96E+08	0	0	2.20E+08	0	3.34E+07	9.26E+07	0	0	5.48E+07	7359510	8.14E+07	1727540	4.67E+07	0	0	0	0	1.14E+08	4.79E+07	6.83E+07	0	2.33E+08	1.44E+07	0	0	0	2656470	0	0	1.08E+07	1.14E+07	0	0	0	4.13E+07	0	0	0	3.46E+07	1.05E+08	0	0	0	5.30E+07	0	1.30E+07	1.26E+07	2.02E+07	0	0	0	0	0	2.40E+07	0	0	0	0	0	0	7.87E+07	0	0	0	0	0	0	0	0	1.78E+07	0	0	0	0	0	0	0	0	738605	0	0	1229760	0	0	1.17E+08
F2_D20 VOC 158_65.txt	8.87E+07	0	3.91E+08	0	1.30E+08	2536560	7.99E+07	5.71E+07	0	2628430	1.23E+08	0	0	0	0	1.72E+08	1.28E+08	0	0	0	2.51E+07	0	5.54E+07	0	0	0	1.78E+08	1.44E+08	2.28E+08	0	0	5.42E+07	0	0	0	0	0	0	0	0	4.27E+08	0	0	0	0	7692070	6.64E+07	0	1.70E+08	0	0	1.89E+08	6.67E+07	0	0	0	0	0	1.24E+09	0	0	0	0	0	0	0	2.79E+07	2.98E+08	0	0	1.57E+08	0	0	5571550	7.58E+08	0	0	2.13E+08	0	3.46E+07	8.92E+07	0	0	2.90E+08	3.99E+07	7.98E+07	0	4.40E+07	0	0	0	4.08E+07	1.06E+08	0	2.30E+08	0	6.74E+07	5.86E+07	0	3.84E+07	0	5840020	1.17E+07	0	1.27E+07	0	0	0	0	3.97E+07	1.05E+07	0	0	2.69E+07	9.52E+07	0	0	0	6.62E+07	0	2.00E+07	0	0	1.97E+08	4537910	0	0	0	1.67E+07	0	0	0	0	0	0	4.66E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30E+07	0	0	1.39E+08
F2_D4 156_247.txt	2.01E+08	4.06E+08	1.83E+08	2.33E+07	1.52E+08	0	9633240	3.18E+07	0	2097130	3.80E+07	0	0	0	0	8.17E+07	7.38E+07	0	0	0	0	0	0	1.31E+07	0	0	2.48E+07	1.48E+07	2.88E+07	0	6139120	0	0	3951390	0	0	232109	0	1.54E+07	0	5.02E+08	0	0	0	0	0	0	0	3.00E+08	0	0	6.30E+07	0	0	2.59E+08	0	0	0	1.59E+09	0	0	0	0	0	0	0	0	4.23E+08	5.62E+08	0	0	0	0	4131160	1.35E+07	0	0	1.52E+08	5538400	0	2.33E+07	0	0	0	3.84E+07	0	9483210	0	0	0	0	9389920	0	0	5.96E+08	0	1.74E+07	8621800	0	0	0	3549900	0	4.79E+07	0	0	0	0	0	0	0	0	3.42E+07	0	4.15E+07	3.61E+07	0	0	0	0	0	0	5.10E+08	0	0	0	0	0	1.07E+07	0	0	0	1.95E+07	4850700	365981	1.38E+07	0	0	0	0	1.21E+07	0	0	0	0	3.78E+07	0	0	0	0	0	0	2.98E+07	1475150	0	0	780909	0	0	9.25E+07
